User_ID,Age,Review Text,Recommended IND,Positive Feedback Count
18481,28,,0,0
18482,65,,1,0
18483,29,,0,3
18484,39,,1,7
18485,65,,1,0
18486,22,,1,3
18487,35,,1,0
18488,34,,0,4
18489,35,,0,9
18490,31,,0,5
18491,45,,1,5
18492,69,,1,3
18493,39,,1,0
18494,52,,0,43
18495,29,,1,0
18496,63,,1,0
18497,31,,1,0
18498,50,,1,3
18499,38,,1,2
18500,32,,1,0
18501,29,,0,1
18502,57,,0,0
18503,32,,1,0
18504,47,,0,0
18505,40,,1,0
18506,40,,0,48
18507,38,,1,12
18508,30,,1,0
18509,55,,1,0
18510,72,,0,15
18511,44,,0,7
18512,47,,0,3
18513,20,,1,0
18514,41,,1,0
18515,29,,1,0
18516,56,,1,13
18517,47,,1,2
18518,27,,1,0
18519,34,,1,0
18520,62,,1,3
18521,39,,1,4
18522,39,,1,1
18523,39,,1,0
18524,36,,1,0
18525,52,,1,0
18526,37,,1,0
18527,46,,1,1
18528,37,,1,0
18529,48,,1,10
18530,55,,1,7
18531,69,,0,5
18532,39,,1,0
18533,58,,1,0
18534,64,,1,1
18535,29,,0,0
18536,31,,1,0
18537,37,,1,0
18538,37,,0,9
18539,56,,1,2
18540,70,,1,2
18541,56,,1,0
18542,66,,1,0
18543,49,,1,0
18544,53,,1,0
18545,54,,0,3
18546,43,,1,4
18547,33,,1,7
18548,42,,1,0
18549,46,,1,0
18550,45,,1,0
18551,38,,1,23
18552,54,,1,2
18553,34,,1,0
18554,35,,1,0
18555,39,,1,0
18556,39,,1,4
18557,42,,1,0
18558,46,,1,3
18559,38,,1,1
18560,64,,1,4
18561,44,,1,8
18562,44,,1,0
18563,94,,1,1
18564,32,,0,2
18565,58,,1,0
18566,52,,1,0
18567,24,,1,2
18568,45,,1,1
18569,59,,1,2
18570,52,,1,1
18571,42,,1,3
18572,39,,1,5
18573,32,,1,1
18574,58,,0,0
18575,51,,1,0
18576,56,,1,0
18577,33,,1,0
18578,58,,1,4
18579,55,,1,19
18580,63,,0,2
18581,36,,0,4
18582,57,,1,1
18583,24,,1,0
18584,66,,1,0
18585,33,,1,11
18586,46,,1,6
18587,38,,0,0
18588,52,,1,0
18589,48,,1,10
18590,29,,1,0
18591,28,,1,0
18592,36,,1,1
18593,36,,1,0
18594,48,,1,3
18595,30,,1,1
18596,36,,1,12
18597,33,,0,0
18598,42,,1,1
18599,49,,0,0
18600,35,,1,2
18601,60,,1,0
18602,26,,1,2
18603,38,,1,3
18604,36,,1,1
18605,36,,1,1
18606,38,,1,0
18607,68,,1,0
18608,33,,0,4
18609,33,,0,0
18610,62,,0,2
18611,50,,0,3
18612,51,,1,12
18613,61,,1,0
18614,57,,1,4
18615,38,,1,2
18616,38,,1,3
18617,39,,1,0
18618,39,,1,0
18619,39,,0,1
18620,22,,1,0
18621,53,,0,0
18622,59,,1,7
18623,31,,1,7
18624,52,,0,0
18625,59,,1,13
18626,34,,1,5
18627,30,,1,0
18628,63,,1,1
18629,37,,0,1
18630,48,,0,15
18631,57,,1,6
18632,51,,1,14
18633,38,,0,10
18634,36,,0,1
18635,53,,1,0
18636,63,,1,4
18637,34,,1,1
18638,59,,1,16
18639,55,,1,1
18640,41,,1,5
18641,59,,0,4
18642,41,,1,0
18643,36,,1,3
18644,27,,1,0
18645,42,,1,1
18646,66,,1,1
18647,35,,1,2
18648,37,,1,1
18649,79,,1,0
18650,57,,1,1
18651,34,,0,0
18652,59,,1,0
18653,47,,1,1
18654,34,,1,0
18655,47,,1,5
18656,43,,0,4
18657,49,,1,5
18658,42,,1,2
18659,51,,1,0
18660,55,,1,0
18661,41,,1,7
18662,29,,1,0
18663,38,,1,10
18664,45,,0,0
18665,34,,1,0
18666,53,,1,0
18667,46,,1,6
18668,60,,1,0
18669,51,,1,10
18670,53,,1,0
18671,54,,1,0
18672,34,,1,0
18673,48,,0,0
18674,56,,1,0
18675,65,,1,0
18676,55,,1,3
18677,55,,1,1
18678,39,,1,1
18679,42,,1,7
18680,40,,1,1
18681,23,,1,0
18682,31,,1,0
18683,60,,0,8
18684,33,,1,0
18685,30,,0,0
18686,47,,1,6
18687,62,,1,6
18688,37,,0,0
18689,29,,1,8
18690,50,,0,0
18691,64,,0,2
18692,32,,1,0
18693,54,,0,1
18694,35,,1,17
18695,44,,1,0
18696,42,,1,0
18697,46,,0,17
18698,39,,1,1
18699,28,,1,1
18700,37,,0,10
18701,49,,0,1
18702,29,,1,0
18703,51,,1,0
18704,38,,0,2
18705,37,,1,4
18706,50,,1,0
18707,33,,1,0
18708,27,,1,0
18709,34,,1,0
18710,36,,1,1
18711,48,,1,0
18712,31,,1,0
18713,46,,1,1
18714,42,,1,1
18715,35,,1,7
18716,51,,1,7
18717,28,,1,0
18718,33,,0,6
18719,44,,1,0
18720,55,,0,0
18721,44,,0,3
18722,42,,1,0
18723,49,,0,0
18724,68,,0,0
18725,60,,1,0
18726,29,,1,0
18727,44,,1,0
18728,38,,0,0
18729,31,,1,0
18730,37,,1,2
18731,29,,0,0
18732,38,,0,3
18733,48,,1,4
18734,36,,1,19
18735,43,,0,0
18736,33,,1,0
18737,65,,1,0
18738,32,,1,1
18739,42,,1,0
18740,37,,0,0
18741,34,,1,0
18742,40,,1,0
18743,24,,1,2
18744,64,,1,0
18745,49,,0,1
18746,40,,0,1
18747,46,,1,0
18748,40,,1,1
18749,42,,0,8
18750,39,,1,0
18751,32,,1,1
18752,61,,1,5
18753,32,,1,0
18754,68,,0,0
18755,39,,1,0
18756,35,,0,28
18757,38,,0,1
18758,39,,1,0
18759,44,,0,0
18760,29,,0,7
18761,33,,0,0
18762,39,,0,1
18763,42,,1,1
18764,27,,1,0
18765,35,,1,9
18766,36,,0,0
18767,69,,1,1
18768,39,,0,4
18769,52,,1,0
18770,54,,0,2
18771,29,,1,2
18772,45,,1,3
18773,61,,1,0
18774,31,,1,0
18775,60,,0,1
18776,62,,1,1
18777,39,,1,0
18778,32,,1,1
18779,54,,1,0
18780,32,,0,0
18781,36,,0,0
18782,28,,0,0
18783,33,,1,0
18784,37,,1,8
18785,64,,1,0
18786,41,,1,0
18787,42,,1,6
18788,51,,0,23
18789,35,,1,0
18790,38,,1,0
18791,51,,1,8
18792,58,,1,0
18793,39,,1,0
18794,35,,1,0
18795,31,,1,0
18796,34,,0,0
18797,25,,0,1
18798,35,,1,0
18799,43,,1,0
18800,53,,1,0
18801,63,,1,9
18802,34,,1,11
18803,62,,1,0
18804,36,,1,0
18805,59,,0,0
18806,48,,1,0
18807,46,,0,2
18808,38,,1,1
18809,41,,1,1
18810,45,,1,36
18811,35,,1,0
18812,35,,1,0
18813,26,,1,2
18814,37,,0,1
18815,38,,1,3
18816,58,,1,4
18817,35,,1,0
18818,39,,0,12
18819,67,,1,1
18820,37,,0,1
18821,43,,1,1
18822,37,,0,0
18823,23,,0,0
18824,44,,1,0
18825,45,,1,3
18826,34,,1,1
18827,55,,1,3
18828,36,,0,0
18829,53,,1,0
18830,37,,1,0
18831,34,,0,5
18832,46,,1,0
18833,35,,1,0
18834,58,,1,0
18835,57,,1,0
18836,39,,1,6
18837,48,,1,0
18838,51,,1,0
18839,41,,1,5
18840,47,,1,0
18841,46,,1,0
18842,39,,1,3
18843,49,,1,9
18844,44,,1,1
18845,65,,1,0
18846,51,,1,0
18847,64,,0,3
18848,63,,1,1
18849,26,,1,1
18850,56,,1,0
18851,31,,1,0
18852,52,,1,3
18853,38,,1,1
18854,48,,1,2
18855,36,,1,0
18856,38,,0,1
18857,35,,0,0
18858,26,,1,0
18859,39,,1,0
18860,40,,1,0
18861,40,,1,0
18862,43,,1,1
18863,39,,1,0
18864,66,,1,0
18865,51,,1,0
18866,34,,1,1
18867,40,,1,1
18868,45,,1,0
18869,35,,1,0
18870,36,,1,4
18871,38,,0,0
18872,40,,1,1
18873,27,,1,0
18874,34,,1,1
18875,48,,1,0
18876,23,,1,3
18877,39,,1,0
18878,35,,1,3
18879,36,,1,0
18880,32,,0,0
18881,26,,1,1
18882,39,,1,1
18883,61,,1,1
18884,23,,1,0
18885,47,,1,8
18886,44,,1,0
18887,54,,1,2
18888,53,,1,10
18889,49,,1,1
18890,24,,1,0
18891,60,,1,0
18892,38,,0,4
18893,47,,1,3
18894,83,,1,10
18895,63,,0,15
18896,50,,0,0
18897,41,,1,1
18898,26,,1,3
18899,47,,1,4
18900,58,,1,0
18901,44,,1,3
18902,53,,1,0
18903,65,,1,0
18904,42,,1,9
18905,41,,1,0
18906,44,,1,0
18907,57,,0,3
18908,43,,1,15
18909,35,,1,1
18910,29,,1,0
18911,52,,1,0
18912,36,,0,3
18913,25,,0,0
18914,62,,1,0
18915,44,,1,0
18916,39,,1,2
18917,28,,1,0
18918,34,,1,1
18919,36,,1,0
18920,65,,1,1
18921,45,,0,1
18922,58,,1,0
18923,37,,0,0
18924,49,,1,1
18925,54,,0,1
18926,41,,1,2
18927,39,,1,0
18928,46,,0,10
18929,32,,0,2
18930,56,,1,3
18931,39,,0,2
18932,39,,0,5
18933,35,,1,2
18934,34,,1,0
18935,34,,1,0
18936,35,,1,11
18937,38,,0,1
18938,60,,0,7
18939,38,,1,0
18940,35,,1,0
18941,30,,1,1
18942,59,,1,0
18943,34,,1,1
18944,62,,1,0
18945,25,,1,1
18946,46,,1,0
18947,63,,1,0
18948,34,,1,1
18949,50,,1,0
18950,44,,1,3
18951,40,,1,0
18952,30,,1,0
18953,50,,0,2
18954,25,,1,1
18955,23,,1,1
18956,55,,1,0
18957,36,,1,2
18958,57,,1,0
18959,41,,1,0
18960,38,,1,1
18961,25,,1,0
18962,46,,1,1
18963,83,,1,0
18964,74,,1,0
18965,28,,1,0
18966,30,,1,1
18967,24,,1,0
18968,39,,1,4
18969,46,,1,1
18970,44,,0,0
18971,35,,1,2
18972,44,,1,0
18973,38,,1,0
18974,36,,1,1
18975,38,,1,2
18976,69,,1,0
18977,37,,1,0
18978,29,,1,1
18979,34,,1,1
18980,22,,1,2
18981,38,,1,0
18982,49,,1,0
18983,40,,1,0
18984,67,,1,0
18985,56,,1,6
18986,26,,1,0
18987,43,,1,1
18988,25,,1,1
18989,56,,1,0
18990,68,,1,3
18991,56,,1,1
18992,46,,1,0
18993,55,,1,2
18994,35,,1,2
18995,39,,1,0
18996,38,,1,0
18997,62,,1,0
18998,66,,0,0
18999,55,,1,0
19000,32,,0,0
19001,27,,1,0
19002,43,,0,0
19003,42,,0,0
19004,39,,1,4
19005,20,,1,6
19006,33,,0,3
19007,35,,1,2
19008,29,,1,0
19009,57,,1,0
19010,47,,1,1
19011,44,,1,2
19012,53,,0,0
19013,43,,1,9
19014,49,,1,0
19015,72,,1,1
19016,55,,1,0
19017,31,,1,0
19018,34,,1,0
19019,54,,1,0
19020,52,,1,0
19021,26,,1,0
19022,47,,1,1
19023,25,,1,3
19024,29,,1,1
19025,52,,1,2
19026,39,,1,6
19027,36,,1,1
19028,55,,1,9
19029,38,,0,4
19030,45,,1,1
19031,48,,1,5
19032,26,,1,3
19033,49,,1,0
19034,21,,0,0
19035,24,,1,1
19036,34,,1,9
19037,34,,1,0
19038,33,,1,0
19039,46,,1,0
19040,40,,1,0
19041,47,,1,2
19042,46,,1,2
19043,45,,1,2
19044,32,,1,5
19045,33,,1,0
19046,24,,1,4
19047,29,,1,0
19048,62,,0,0
19049,44,,0,2
19050,57,,1,0
19051,40,,0,18
19052,32,,1,20
19053,58,,1,0
19054,40,,1,0
19055,56,,1,0
19056,42,,1,10
19057,40,,1,0
19058,53,,1,0
19059,47,,1,2
19060,46,,1,1
19061,29,,1,0
19062,53,,0,2
19063,55,,1,2
19064,30,,0,5
19065,44,,1,2
19066,43,,1,11
19067,51,,0,0
19068,58,,1,0
19069,38,,1,0
19070,48,,1,5
19071,26,,1,1
19072,31,,1,2
19073,43,,0,10
19074,26,,1,0
19075,38,,1,1
19076,66,,1,2
19077,62,,1,1
19078,58,,0,0
19079,43,,1,4
19080,42,,1,0
19081,28,,1,0
19082,51,,0,0
19083,64,,1,0
19084,27,,0,0
19085,74,,1,0
19086,24,,1,1
19087,37,,1,81
19088,60,,0,1
19089,62,,1,0
19090,30,,1,1
19091,34,,1,1
19092,32,,1,1
19093,48,,1,1
19094,35,,1,99
19095,24,,1,1
19096,31,,1,0
19097,28,,0,22
19098,29,,1,0
19099,34,,0,3
19100,30,,1,0
19101,48,,1,0
19102,39,,1,1
19103,44,,0,5
19104,55,,1,2
19105,53,,1,0
19106,50,,0,4
19107,39,,1,0
19108,27,,0,1
19109,61,,1,0
19110,20,,1,1
19111,50,,1,0
19112,50,,1,2
19113,43,,1,5
19114,42,,1,1
19115,42,,0,3
19116,67,,1,5
19117,40,,1,15
19118,32,,0,6
19119,55,,0,7
19120,56,,0,0
19121,31,,0,5
19122,35,,1,0
19123,46,,1,3
19124,36,,1,8
19125,49,,0,1
19126,30,,1,2
19127,35,,0,2
19128,61,,1,1
19129,38,,1,1
19130,34,,1,2
19131,57,,1,14
19132,40,,1,8
19133,56,,1,0
19134,40,,1,0
19135,34,,0,2
19136,63,,0,5
19137,42,,0,3
19138,30,,1,1
19139,36,,0,0
19140,22,,0,1
19141,48,,1,0
19142,50,,1,0
19143,57,,1,0
19144,30,,0,2
19145,25,,1,5
19146,49,,1,0
19147,31,,1,3
19148,31,,0,9
19149,37,,1,1
19150,41,,1,0
19151,48,,1,3
19152,48,,1,3
19153,30,,1,10
19154,40,,0,0
19155,52,,1,0
19156,37,,1,5
19157,48,,1,2
19158,34,,1,0
19159,34,,0,0
19160,38,,1,0
19161,25,,1,2
19162,35,,0,20
19163,34,,1,1
19164,62,,1,4
19165,35,,1,3
19166,25,,0,4
19167,51,,1,3
19168,51,,1,0
19169,37,,1,3
19170,66,,0,0
19171,39,,1,0
19172,24,,1,0
19173,49,,1,3
19174,25,,0,0
19175,45,,0,10
19176,28,,1,0
19177,28,,1,1
19178,35,,0,0
19179,82,,1,1
19180,52,,0,6
19181,41,,1,0
19182,34,,1,23
19183,35,,1,2
19184,29,,0,1
19185,53,,1,29
19186,36,,1,1
19187,47,,1,1
19188,54,,0,1
19189,35,,1,0
19190,36,,1,1
19191,39,,1,0
19192,42,,1,3
19193,41,,1,3
19194,39,,1,1
19195,39,,1,0
19196,27,,1,3
19197,37,,1,1
19198,51,,1,1
19199,25,,1,3
19200,35,,0,1
19201,43,,1,0
19202,37,,1,6
19203,33,,1,2
19204,39,,1,0
19205,45,,1,8
19206,38,,1,11
19207,43,,1,0
19208,36,,1,2
19209,36,,1,2
19210,31,,1,8
19211,25,,1,22
19212,43,,1,0
19213,44,,1,1
19214,34,,1,3
19215,38,,1,0
19216,51,,1,2
19217,36,,1,7
19218,35,,1,0
19219,45,,1,0
19220,53,,1,2
19221,62,,0,3
19222,43,,0,0
19223,37,,1,4
19224,35,,1,0
19225,36,,1,50
19226,53,,1,2
19227,64,,0,2
19228,32,,1,2
19229,53,,1,5
19230,65,,1,2
19231,32,,0,3
19232,33,,1,1
19233,43,,1,7
19234,50,,0,3
19235,32,,1,4
19236,48,,1,4
19237,45,,1,0
19238,59,,1,5
19239,42,,1,3
19240,36,,1,0
19241,49,,1,4
19242,34,,1,1
19243,48,,1,2
19244,68,,1,0
19245,34,,1,6
19246,39,,1,0
19247,39,,1,2
19248,26,,1,2
19249,35,,1,7
19250,25,,1,0
19251,39,,1,2
19252,23,,1,1
19253,40,,1,4
19254,45,,0,4
19255,47,,1,0
19256,49,,1,1
19257,83,,1,13
19258,49,,1,0
19259,66,,1,0
19260,44,,1,1
19261,48,,1,0
19262,38,,1,1
19263,37,,1,0
19264,28,,1,6
19265,39,,1,1
19266,28,,1,0
19267,52,,1,8
19268,41,,1,0
19269,45,,1,1
19270,57,,1,4
19271,39,,1,11
19272,34,,0,1
19273,37,,1,0
19274,39,,1,4
19275,45,,0,2
19276,63,,1,6
19277,36,,1,0
19278,52,,0,0
19279,37,,1,4
19280,32,,0,14
19281,57,,1,1
19282,47,,1,0
19283,65,,0,0
19284,33,,1,0
19285,35,,0,3
19286,54,,1,3
19287,64,,0,3
19288,39,,0,0
19289,42,,1,0
19290,74,,1,11
19291,36,,1,0
19292,24,,1,0
19293,25,,0,0
19294,27,,0,0
19295,56,,0,0
19296,49,,1,4
19297,49,,1,0
19298,49,,1,0
19299,38,,1,4
19300,54,,1,0
19301,45,,1,0
19302,56,,1,0
19303,48,,1,0
19304,91,,0,3
19305,51,,1,0
19306,43,,1,1
19307,38,,1,0
19308,32,,1,1
19309,51,,0,0
19310,46,,1,3
19311,47,,1,0
19312,48,,1,2
19313,30,,1,0
19314,52,,1,1
19315,49,,1,0
19316,38,,0,4
19317,27,,1,1
19318,51,,0,0
19319,44,,1,2
19320,42,,1,0
19321,33,,1,8
19322,43,,1,0
19323,29,,1,0
19324,60,,1,1
19325,31,,1,14
19326,28,,0,16
19327,59,,1,0
19328,53,,1,0
19329,62,,1,0
19330,42,,1,1
19331,36,,0,1
19332,47,,0,1
19333,29,,1,0
19334,33,,1,1
19335,31,,1,0
19336,23,,1,30
19337,34,,1,0
19338,35,,0,1
19339,58,,0,5
19340,44,,0,0
19341,32,,1,0
19342,36,,1,6
19343,45,,1,0
19344,57,,1,0
19345,56,,1,2
19346,29,,1,0
19347,63,,1,0
19348,58,,1,2
19349,40,,1,5
19350,71,,1,1
19351,60,,1,3
19352,41,,1,1
19353,29,,0,1
19354,42,,1,8
19355,26,,1,0
19356,45,,0,0
19357,46,,1,0
19358,49,,1,0
19359,51,,1,25
19360,36,,1,2
19361,60,,1,0
19362,29,,1,0
19363,57,,0,5
19364,26,,1,0
19365,36,,1,0
19366,38,,0,0
19367,60,,1,5
19368,46,,1,1
19369,42,,1,0
19370,45,,1,0
19371,35,,1,0
19372,58,,0,0
19373,47,,1,0
19374,39,,1,0
19375,36,,1,1
19376,50,,1,3
19377,46,,1,8
19378,47,,0,1
19379,37,,1,0
19380,38,,1,0
19381,36,,1,10
19382,53,,1,9
19383,42,,1,8
19384,66,,0,0
19385,37,,1,0
19386,44,,1,5
19387,37,,0,26
19388,27,,1,0
19389,34,,1,4
19390,36,,1,1
19391,70,,0,3
19392,38,,1,0
19393,69,,1,2
19394,35,,1,0
19395,62,,1,4
19396,57,,1,0
19397,22,,1,3
19398,42,,0,1
19399,64,,1,5
19400,35,,0,3
19401,36,,1,8
19402,34,,1,0
19403,48,,1,0
19404,59,,1,9
19405,31,,1,0
19406,55,,1,0
19407,68,,1,0
19408,42,,1,0
19409,38,,1,9
19410,39,,1,4
19411,31,,1,1
19412,46,,0,0
19413,61,,1,0
19414,36,,1,6
19415,39,,1,0
19416,56,,1,0
19417,70,,1,0
19418,42,,1,5
19419,39,,1,0
19420,25,,1,0
19421,46,,1,0
19422,27,,1,0
19423,41,,1,1
19424,49,,1,3
19425,46,,1,0
19426,47,,1,0
19427,34,,1,6
19428,53,,1,1
19429,65,,1,0
19430,59,,1,1
19431,60,,1,4
19432,59,,1,2
19433,50,,1,6
19434,33,,1,0
19435,52,,1,0
19436,58,,1,0
19437,29,,1,0
19438,33,,1,1
19439,28,,1,0
19440,54,,1,0
19441,21,,1,0
19442,35,,1,5
19443,53,,1,0
19444,66,,0,0
19445,51,,1,2
19446,36,,1,3
19447,40,,1,0
19448,38,,1,0
19449,47,,1,1
19450,35,,1,3
19451,20,,1,7
19452,61,,1,1
19453,44,,1,1
19454,36,,1,3
19455,35,,1,0
19456,31,,1,15
19457,63,,1,2
19458,43,,0,1
19459,39,,1,5
19460,39,,1,4
19461,73,,1,0
19462,22,,1,0
19463,29,,1,0
19464,42,,1,0
19465,29,,1,10
19466,64,,1,0
19467,42,,1,3
19468,49,,1,0
19469,27,,1,0
19470,83,,1,12
19471,40,,1,5
19472,67,,1,5
19473,73,,0,14
19474,39,,0,12
19475,53,,1,8
19476,34,,1,3
19477,77,,0,1
19478,29,,1,1
19479,42,,1,0
19480,26,,0,2
19481,45,,0,2
19482,35,,1,6
19483,28,,1,4
19484,43,,1,0
19485,53,,1,0
19486,32,,1,0
19487,56,,1,0
19488,32,,1,0
19489,52,,1,1
19490,35,,1,0
19491,41,,1,2
19492,32,,0,0
19493,38,,0,3
19494,31,,1,0
19495,39,,1,0
19496,44,,1,1
19497,31,,1,0
19498,36,,0,1
19499,43,,1,0
19500,65,,1,2
19501,65,,1,5
19502,35,,0,0
19503,27,,1,1
19504,57,,1,8
19505,39,,1,0
19506,44,,1,7
19507,24,,1,0
19508,31,,1,2
19509,39,,1,3
19510,46,,1,0
19511,53,,1,6
19512,44,,1,1
19513,48,,1,0
19514,67,,1,3
19515,59,,1,3
19516,41,,1,0
19517,54,,0,4
19518,65,,1,1
19519,40,,1,0
19520,64,,1,0
19521,40,,1,2
19522,37,,1,0
19523,35,,1,1
19524,48,,1,1
19525,50,,1,1
19526,30,,1,0
19527,66,,1,0
19528,39,,1,0
19529,26,,1,1
19530,29,,0,1
19531,57,,0,2
19532,43,,1,2
19533,26,,1,3
19534,48,,0,2
19535,41,,1,3
19536,42,,0,1
19537,50,,1,0
19538,34,,1,3
19539,48,,1,0
19540,44,,1,3
19541,41,,0,3
19542,33,,1,0
19543,35,,1,0
19544,68,,1,0
19545,36,,1,3
19546,35,,1,1
19547,23,,1,1
19548,33,,1,0
19549,39,,1,8
19550,32,,0,2
19551,38,,0,6
19552,54,,0,2
19553,33,,1,1
19554,48,,1,5
19555,50,,1,0
19556,23,,1,0
19557,43,,1,3
19558,41,,1,0
19559,33,,0,1
19560,33,,0,1
19561,38,,0,7
19562,48,,1,2
19563,40,,0,0
19564,25,,1,0
19565,47,,1,0
19566,54,,1,0
19567,38,,1,4
19568,66,,1,0
19569,39,,1,1
19570,60,,1,4
19571,26,,0,0
19572,44,,0,2
19573,45,,1,0
19574,36,,0,0
19575,48,,1,0
19576,44,,1,8
19577,40,,1,1
19578,43,,1,1
19579,36,,1,0
19580,31,,0,0
19581,56,,1,0
19582,51,,1,2
19583,26,,0,1
19584,56,,1,1
19585,34,,1,4
19586,39,,1,0
19587,44,,1,5
19588,47,,0,4
19589,26,,1,1
19590,50,,1,3
19591,38,,1,0
19592,62,,1,0
19593,35,,1,2
19594,33,,0,7
19595,48,,1,11
19596,32,,1,5
19597,35,,1,0
19598,47,,0,3
19599,26,,1,0
19600,47,,1,0
19601,46,,1,0
19602,65,,1,2
19603,34,,1,12
19604,39,,1,0
19605,69,,1,2
19606,37,,0,1
19607,30,,1,5
19608,53,,1,1
19609,38,,1,0
19610,39,,1,2
19611,44,,1,1
19612,50,,1,1
19613,40,,1,0
19614,36,,1,0
19615,26,,1,1
19616,44,,1,6
19617,56,,1,4
19618,51,,1,2
19619,30,,1,6
19620,42,,1,5
19621,29,,1,2
19622,66,,1,1
19623,36,,1,1
19624,31,,0,21
19625,25,,0,0
19626,48,,1,0
19627,51,,1,4
19628,58,,1,3
19629,33,,0,0
19630,23,,1,1
19631,35,,1,0
19632,33,,1,0
19633,45,,0,0
19634,25,,0,0
19635,56,,1,0
19636,48,,1,36
19637,40,,0,0
19638,53,,0,1
19639,41,,1,1
19640,52,,1,5
19641,30,,1,3
19642,35,,1,5
19643,34,,1,1
19644,67,,1,2
19645,33,,1,2
19646,37,,1,0
19647,28,,0,1
19648,38,,1,0
19649,32,,1,0
19650,51,,1,0
19651,45,,1,0
19652,59,,0,9
19653,59,,1,2
19654,44,,1,0
19655,46,,0,0
19656,64,,1,0
19657,34,,1,1
19658,39,,1,0
19659,42,,0,2
19660,36,,1,1
19661,41,,1,1
19662,39,,1,0
19663,39,,1,6
19664,39,,1,6
19665,39,,1,2
19666,32,,1,4
19667,46,,0,3
19668,36,,1,0
19669,41,,1,1
19670,48,,1,1
19671,53,,0,1
19672,29,,1,1
19673,41,,1,0
19674,36,,1,11
19675,36,,1,0
19676,27,,1,3
19677,42,,0,2
19678,53,,1,0
19679,34,,1,8
19680,36,,1,0
19681,37,,0,9
19682,40,,0,1
19683,57,,1,1
19684,31,,1,2
19685,51,,0,0
19686,48,,1,2
19687,23,,1,0
19688,36,,1,2
19689,25,,1,1
19690,49,,1,0
19691,34,,1,0
19692,47,,1,1
19693,44,,1,39
19694,25,,1,0
19695,50,,1,4
19696,41,,1,5
19697,31,,1,0
19698,37,,1,14
19699,36,,1,3
19700,48,,1,21
19701,25,,0,0
19702,34,,1,2
19703,43,,1,9
19704,18,,1,1
19705,48,,0,0
19706,32,,0,2
19707,24,,1,0
19708,48,,1,2
19709,29,,0,0
19710,48,,1,5
19711,77,,1,5
19712,55,,1,1
19713,39,,1,4
19714,47,,0,0
19715,48,,1,0
19716,34,,1,0
19717,38,,1,3
19718,53,,1,0
19719,37,,1,0
19720,54,,1,0
19721,24,,1,12
19722,55,,0,10
19723,40,,1,5
19724,63,,0,1
19725,22,,1,1
19726,52,,1,7
19727,29,,1,0
19728,36,,1,0
19729,38,,1,6
19730,59,,1,3
19731,28,,1,9
19732,57,,1,1
19733,39,,1,1
19734,44,,1,4
19735,42,,1,2
19736,27,,1,0
19737,60,,0,1
19738,36,,1,1
19739,29,,0,0
19740,33,,0,0
19741,61,,1,5
19742,36,,1,0
19743,54,,0,0
19744,56,,1,1
19745,39,,1,0
19746,39,,1,9
19747,35,,1,1
19748,32,,1,0
19749,28,,1,0
19750,36,,1,0
19751,59,,0,7
19752,35,,0,9
19753,58,,1,2
19754,31,,1,0
19755,26,,1,3
19756,47,,0,0
19757,32,,1,4
19758,56,,1,1
19759,52,,1,1
19760,52,,0,0
19761,54,,1,0
19762,39,,1,2
19763,45,,1,1
19764,36,,1,2
19765,32,,0,0
19766,32,,0,0
19767,50,,1,0
19768,78,,1,0
19769,38,,0,4
19770,44,,1,14
19771,42,,1,2
19772,35,,1,0
19773,54,,1,0
19774,46,,1,13
19775,58,,0,1
19776,56,,0,3
19777,32,,0,0
19778,42,,1,0
19779,22,,1,0
19780,34,,1,0
19781,47,,1,10
19782,31,,1,5
19783,21,,1,1
19784,45,,1,0
19785,41,,1,0
19786,54,,1,0
19787,57,,1,13
19788,28,,1,0
19789,34,,1,0
19790,33,,1,3
19791,35,,1,6
19792,48,,0,0
19793,56,,0,3
19794,48,,1,0
19795,42,,1,7
19796,63,,0,13
19797,43,,1,0
19798,49,,1,2
19799,63,,1,25
19800,34,,1,1
19801,62,,1,4
19802,51,,0,0
19803,40,,1,0
19804,26,,1,0
19805,31,,1,0
19806,39,,1,31
19807,50,,1,0
19808,44,,0,0
19809,37,,1,0
19810,39,,0,15
19811,29,,1,0
19812,22,,1,0
19813,34,,1,0
19814,54,,1,3
19815,42,,1,1
19816,39,,1,2
19817,59,,1,1
19818,32,,1,12
19819,34,,1,0
19820,32,,1,2
19821,39,,1,3
19822,28,,1,1
19823,58,,1,0
19824,24,,1,0
19825,47,,1,4
19826,37,,0,0
19827,24,,1,0
19828,41,,1,2
19829,39,,0,0
19830,55,,1,0
19831,33,,1,0
19832,57,,1,4
19833,41,,1,2
19834,63,,1,38
19835,33,,1,0
19836,33,,1,0
19837,40,,1,0
19838,34,,1,0
19839,34,,1,4
19840,25,,0,2
19841,36,,1,1
19842,25,,0,1
19843,66,,1,3
19844,66,,1,0
19845,26,,1,0
19846,29,,1,0
19847,29,,1,7
19848,21,,1,0
19849,48,,1,1
19850,39,,1,5
19851,37,,1,5
19852,53,,1,0
19853,39,,1,15
19854,32,,0,0
19855,36,,0,8
19856,41,,0,4
19857,48,,1,6
19858,43,,0,4
19859,41,,1,5
19860,19,,1,2
19861,30,,1,1
19862,56,,1,19
19863,36,,1,0
19864,28,,0,25
19865,60,,1,0
19866,37,,1,0
19867,38,,1,1
19868,57,,1,0
19869,35,,0,0
19870,35,,1,0
19871,55,,1,12
19872,37,,0,2
19873,39,,1,31
19874,24,,0,2
19875,58,,1,1
19876,54,,1,3
19877,54,,1,2
